Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2018-01-09 04:01:00,143.71762653650705,128.38139538691138,0,[0.00584167],0.0,2.089228928178649,2.089228928178649
2018-01-09 04:02:00,143.71768934795503,128.38139538691138,0,[0.00584167],0.0,2.089236405546609,2.089236405546609
2018-01-09 04:03:00,143.71791829429944,127.85925289119623,0,[0.00584167],0.0,2.0892636604741748,2.0892636604741748
2018-01-09 04:04:00,143.71829222428303,127.85925289119623,0,[0.00615833],0.0,2.089308175275881,2.089308175275881
2018-01-09 04:05:00,143.71879348916124,127.85925289119623,0,[0.00615833],0.0,2.0893678493299404,2.0893678493299404
2018-01-09 04:06:00,143.7194078722795,128.42523289804214,0,[0.00615833],0.0,2.0894409906485327,2.0894409906485327
2018-01-09 04:07:00,143.72012446767516,128.42523289804214,0,[0.00653333],0.0,2.0895263014027865,2.0895263014027865
2018-01-09 04:08:00,143.7209355179187,128.42523289804214,0,[0.00653333],0.0,2.0896228586127497,2.0896228586127497
2018-01-09 04:09:00,143.7218362077697,129.9274893865047,0,[0.00653333],0.0,2.08973008959008,2.08973008959008
2018-01-09 04:10:00,143.7228244152454,129.9274893865047,0,[0.00688333],0.0,2.089847742319968,2.089847742319968
2018-01-09 04:11:00,143.72390043344137,129.9274893865047,0,[0.00688333],0.0,2.089975852367113,2.089975852367113
2018-01-09 04:12:00,143.72506666292622,132.21442675690147,0,[0.00688333],0.0,2.0901147062826397,2.0901147062826397
2018-01-09 04:13:00,143.72632727795045,132.21442675690147,0,[0.00718333],0.0,2.0902648018952723,2.0902648018952723
2018-01-09 04:14:00,143.72768787999453,132.21442675690147,0,[0.00718333],0.0,2.0904268070957954,2.0904268070957954
2018-01-09 04:15:00,143.72915513983415,135.1346419494789,0,[0.00718333],0.0,2.0906015172535515,2.0906015172535515
2018-01-09 04:16:00,143.73073643143485,135.1346419494789,0,[0.00744167],0.0,2.0907898116577925,2.0907898116577925
2018-01-09 04:17:00,143.73243946922486,135.1346419494789,0,[0.00744167],0.0,2.0909926103573477,2.0909926103573477
2018-01-09 04:18:00,143.73427194927368,138.5341836124007,0,[0.00744167],0.0,2.0912108314599727,2.0912108314599727
2018-01-09 04:19:00,143.7362411964927,138.5341836124007,0,[0.00764167],0.0,2.0914453491409684,2.0914453491409684
2018-01-09 04:20:00,143.73835382710604,138.5341836124007,0,[0.00764167],0.0,2.0916969534604144,2.0916969534604144
2018-01-09 04:21:00,143.7406154268333,142.24847761552755,0,[0.00764167],0.0,2.0919663120393124,2.0919663120393124
2018-01-09 04:22:00,143.74303024605555,142.24847761552755,0,[0.00779167],0.0,2.0922539337436312,2.0922539337436312
2018-01-09 04:23:00,143.7456009185282,142.24847761552755,0,[0.00779167],0.0,2.0925601351558827,2.0925601351558827
2018-01-09 04:24:00,143.7483282033869,146.1102314232277,0,[0.00779167],0.0,2.0928850098019733,2.0928850098019733
2018-01-09 04:25:00,143.75121075062683,146.1102314232277,0,[0.00789167],0.0,2.093228400153408,2.093228400153408
2018-01-09 04:26:00,143.75424489420618,146.1102314232277,0,[0.00789167],0.0,2.093589872898321,2.093589872898321
2018-01-09 04:27:00,143.75742447218863,149.95202406224962,0,[0.00789167],0.0,2.09396869741172,2.09396869741172
2018-01-09 04:28:00,143.76074067337314,149.95202406224962,0,[0.00794167],0.0,2.0943638273594507,2.0943638273594507
2018-01-09 04:29:00,143.76418191249522,149.95202406224962,0,[0.00794167],0.0,2.0947738856866436,2.0947738856866436
2018-01-09 04:30:00,143.767733733415,153.6062498662642,0,[0.00794167],0.0,2.0951971529231423,2.0951971529231423
2018-01-09 04:31:00,143.77137873932665,153.6062498662642,0,[0.007925],0.0,2.095631558695284,2.095631558695284
2018-01-09 04:32:00,143.77509655045236,153.6062498662642,0,[0.007925],0.0,2.0960746765039544,2.0960746765039544
2018-01-09 04:33:00,143.77886378964178,156.8844709971757,0,[0.007925],0.0,2.096523721825521,2.096523721825521
